# Columns:
#
# unip_acc: Uniprot accession number
# unip_id: Uniprot identifier  
# source: Source of the transcriptions factor classification
#
#unip_acc	unip_id	source
P50548	ERF_HUMAN	Vaquerizas et al.
P50539	MXI1_HUMAN	Vaquerizas et al.
P50458	LHX2_HUMAN	Vaquerizas et al.
P50222	MEOX2_HUMAN	Vaquerizas et al.
P50221	MEOX1_HUMAN	Vaquerizas et al.
P50219	MNX1_HUMAN	Vaquerizas et al.
P49910	ZN165_HUMAN	Vaquerizas et al.
P49711	CTCF_HUMAN	Vaquerizas et al.
P49640	EVX1_HUMAN	Vaquerizas et al.
P49639	HXA1_HUMAN	Vaquerizas et al.
P49335	PO3F4_HUMAN	Vaquerizas et al.
P49116	NR2C2_HUMAN	Vaquerizas et al.
P48742	LHX1_HUMAN	Vaquerizas et al.
P48443	RXRG_HUMAN	Vaquerizas et al.
P48436	SOX9_HUMAN	Vaquerizas et al.
P48431	SOX2_HUMAN	Vaquerizas et al.
P48382	RFX5_HUMAN	Vaquerizas et al.
P48380	RFX3_HUMAN	Vaquerizas et al.
P48378	RFX2_HUMAN	Vaquerizas et al.
P47974	TISD_HUMAN	Vaquerizas et al.
P47902	CDX1_HUMAN	Vaquerizas et al.
P43699	NKX21_HUMAN	Vaquerizas et al.
P43694	GATA4_HUMAN	Vaquerizas et al.
P43354	NR4A2_HUMAN	Vaquerizas et al.
P43268	ETV4_HUMAN	Vaquerizas et al.
P42568	AF9_HUMAN	Vaquerizas et al.
P42229	STA5A_HUMAN	Vaquerizas et al.
P42226	STAT6_HUMAN	Vaquerizas et al.
P42224	STAT1_HUMAN	Vaquerizas et al.
P41970	ELK3_HUMAN	Vaquerizas et al.
P41235	HNF4A_HUMAN	Vaquerizas et al.
P41225	SOX3_HUMAN	Vaquerizas et al.
P41212	ETV6_HUMAN	Vaquerizas et al.
P41182	BCL6_HUMAN	Vaquerizas et al.
P41162	ETV3_HUMAN	Vaquerizas et al.
P41134	ID1_HUMAN	Vaquerizas et al.
P40763	STAT3_HUMAN	Vaquerizas et al.
P40426	PBX3_HUMAN	Vaquerizas et al.
P40425	PBX2_HUMAN	Vaquerizas et al.
P40424	PBX1_HUMAN	Vaquerizas et al.
P39880	CUX1_HUMAN	Vaquerizas et al.
P37275	ZEB1_HUMAN	Vaquerizas et al.
P37231	PPARG_HUMAN	Vaquerizas et al.
P36956	SRBP1_HUMAN	Vaquerizas et al.
P36508	ZNF76_HUMAN	Vaquerizas et al.
P36402	TCF7_HUMAN	Vaquerizas et al.
P35869	AHR_HUMAN	Vaquerizas et al.
P35789	ZNF93_HUMAN	Vaquerizas et al.
P35716	SOX11_HUMAN	Vaquerizas et al.
P35713	SOX18_HUMAN	Vaquerizas et al.
P35712	SOX6_HUMAN	Vaquerizas et al.
P35711	SOX5_HUMAN	Vaquerizas et al.
P35680	HNF1B_HUMAN	Vaquerizas et al.
P35638	DDIT3_HUMAN	Vaquerizas et al.
P35548	MSX2_HUMAN	Vaquerizas et al.
P35453	HXD13_HUMAN	Vaquerizas et al.
P35452	HXD12_HUMAN	Vaquerizas et al.
P35398	RORA_HUMAN	Vaquerizas et al.
P32519	ELF1_HUMAN	Vaquerizas et al.
P32314	FOXN2_HUMAN	Vaquerizas et al.
P32243	OTX2_HUMAN	Vaquerizas et al.
P32242	OTX1_HUMAN	Vaquerizas et al.
P31629	ZEP2_HUMAN	Vaquerizas et al.
P31314	TLX1_HUMAN	Vaquerizas et al.
P31277	HXD11_HUMAN	Vaquerizas et al.
P31276	HXC13_HUMAN	Vaquerizas et al.
P31275	HXC12_HUMAN	Vaquerizas et al.
P31274	HXC9_HUMAN	Vaquerizas et al.
P31273	HXC8_HUMAN	Vaquerizas et al.
P31271	HXA13_HUMAN	Vaquerizas et al.
P31270	HXA11_HUMAN	Vaquerizas et al.
P31269	HXA9_HUMAN	Vaquerizas et al.
P31268	HXA7_HUMAN	Vaquerizas et al.
P31267	HXA6_HUMAN	Vaquerizas et al.
P31260	HXA10_HUMAN	Vaquerizas et al.
P31249	HXD3_HUMAN	Vaquerizas et al.
P28702	RXRB_HUMAN	Vaquerizas et al.
P28698	MZF1_HUMAN	Vaquerizas et al.
P28360	MSX1_HUMAN	Vaquerizas et al.
P28358	HXD10_HUMAN	Vaquerizas et al.
P28356	HXD9_HUMAN	Vaquerizas et al.
P28347	TEAD1_HUMAN	Vaquerizas et al.
P28324	ELK4_HUMAN	Vaquerizas et al.
P28069	PIT1_HUMAN	Vaquerizas et al.
P27540	ARNT_HUMAN	Vaquerizas et al.
P26367	PAX6_HUMAN	Vaquerizas et al.
P25490	TYY1_HUMAN	Vaquerizas et al.
P25208	NFYB_HUMAN	Vaquerizas et al.
P24468	COT2_HUMAN	Vaquerizas et al.
P24278	ZBT25_HUMAN	Vaquerizas et al.
P23771	GATA3_HUMAN	Vaquerizas et al.
P23769	GATA2_HUMAN	Vaquerizas et al.
P23760	PAX3_HUMAN	Vaquerizas et al.
P23759	PAX7_HUMAN	Vaquerizas et al.
P23511	NFYA_HUMAN	Vaquerizas et al.
P23409	MYF6_HUMAN	Vaquerizas et al.
P22736	NR4A1_HUMAN	Vaquerizas et al.
P22670	RFX1_HUMAN	Vaquerizas et al.
P22415	USF1_HUMAN	Vaquerizas et al.
P21506	ZNF10_HUMAN	Vaquerizas et al.
P20823	HNF1A_HUMAN	Vaquerizas et al.
P20719	HXA5_HUMAN	Vaquerizas et al.
P20393	NR1D1_HUMAN	Vaquerizas et al.
P20265	PO3F2_HUMAN	Vaquerizas et al.
P20264	PO3F3_HUMAN	Vaquerizas et al.
P19838	NFKB1_HUMAN	Vaquerizas et al.
P19793	RXRA_HUMAN	Vaquerizas et al.
P19622	HME2_HUMAN	Vaquerizas et al.
P19544	WT1_HUMAN	Vaquerizas et al.
P19532	TFE3_HUMAN	Vaquerizas et al.
P19484	TFEB_HUMAN	Vaquerizas et al.
P19419	ELK1_HUMAN	Vaquerizas et al.
P18850	ATF6A_HUMAN	Vaquerizas et al.
P18848	ATF4_HUMAN	Vaquerizas et al.
P18847	ATF3_HUMAN	Vaquerizas et al.
P18846	ATF1_HUMAN	Vaquerizas et al.
P18146	EGR1_HUMAN	Vaquerizas et al.
P17947	SPI1_HUMAN	Vaquerizas et al.
P17861	XBP1_HUMAN	Vaquerizas et al.
P17676	CEBPB_HUMAN	Vaquerizas et al.
P17544	ATF7_HUMAN	Vaquerizas et al.
P17542	TAL1_HUMAN	Vaquerizas et al.
P17535	JUND_HUMAN	Vaquerizas et al.
P17509	HXB6_HUMAN	Vaquerizas et al.
P17483	HXB4_HUMAN	Vaquerizas et al.
P17482	HXB9_HUMAN	Vaquerizas et al.
P17481	HXB8_HUMAN	Vaquerizas et al.
P17480	UBF1_HUMAN	Vaquerizas et al.
P17275	JUNB_HUMAN	Vaquerizas et al.
P17098	ZNF8_HUMAN	Vaquerizas et al.
P17097	ZNF7_HUMAN	Vaquerizas et al.
P17041	ZNF32_HUMAN	Vaquerizas et al.
P17040	ZSC20_HUMAN	Vaquerizas et al.
P17039	ZNF30_HUMAN	Vaquerizas et al.
P17038	ZNF43_HUMAN	Vaquerizas et al.
P17036	ZNF3_HUMAN	Vaquerizas et al.
P17035	ZNF28_HUMAN	Vaquerizas et al.
P17032	ZN37A_HUMAN	Vaquerizas et al.
P17031	ZNF26_HUMAN	Vaquerizas et al.
P17030	ZNF25_HUMAN	Vaquerizas et al.
P17029	ZKSC1_HUMAN	Vaquerizas et al.
P17028	ZNF24_HUMAN	Vaquerizas et al.
P17027	ZNF23_HUMAN	Vaquerizas et al.
P17026	ZNF22_HUMAN	Vaquerizas et al.
P17025	ZN182_HUMAN	Vaquerizas et al.
P17024	ZNF20_HUMAN	Vaquerizas et al.
P17023	ZNF19_HUMAN	Vaquerizas et al.
P17022	ZNF18_HUMAN	Vaquerizas et al.
P17021	ZNF17_HUMAN	Vaquerizas et al.
P17020	ZNF16_HUMAN	Vaquerizas et al.
P17019	ZN708_HUMAN	Vaquerizas et al.
P17017	ZNF14_HUMAN	Vaquerizas et al.
P17014	ZNF12_HUMAN	Vaquerizas et al.
P17010	ZFX_HUMAN	Vaquerizas et al.
P16989	DBPA_HUMAN	Vaquerizas et al.
P16415	ZN823_HUMAN	Vaquerizas et al.
P16220	CREB1_HUMAN	Vaquerizas et al.
P15976	GATA1_HUMAN	Vaquerizas et al.
P15923	TFE2_HUMAN	Vaquerizas et al.
P15884	ITF2_HUMAN	Vaquerizas et al.
P15863	PAX1_HUMAN	Vaquerizas et al.
P15822	ZEP1_HUMAN	Vaquerizas et al.
P15622	ZN250_HUMAN	Vaquerizas et al.
P15621	ZNF44_HUMAN	Vaquerizas et al.
P15408	FOSL2_HUMAN	Vaquerizas et al.
P15407	FOSL1_HUMAN	Vaquerizas et al.
P15336	ATF2_HUMAN	Vaquerizas et al.
P15173	MYOG_HUMAN	Vaquerizas et al.
P15172	MYOD1_HUMAN	Vaquerizas et al.
P15036	ETS2_HUMAN	Vaquerizas et al.
P14921	ETS1_HUMAN	Vaquerizas et al.
P14859	PO2F1_HUMAN	Vaquerizas et al.
P14653	HXB1_HUMAN	Vaquerizas et al.
P14652	HXB2_HUMAN	Vaquerizas et al.
P14651	HXB3_HUMAN	Vaquerizas et al.
P14316	IRF2_HUMAN	Vaquerizas et al.
P13682	ZNF35_HUMAN	Vaquerizas et al.
P13631	RARG_HUMAN	Vaquerizas et al.
P13378	HXD8_HUMAN	Vaquerizas et al.
P13349	MYF5_HUMAN	Vaquerizas et al.
P13056	NR2C1_HUMAN	Vaquerizas et al.
P12980	LYL1_HUMAN	Vaquerizas et al.
P12757	SKIL_HUMAN	Vaquerizas et al.
P12755	SKI_HUMAN	Vaquerizas et al.
P12643	BMP2_HUMAN	Vaquerizas et al.
P12524	MYCL1_HUMAN	Vaquerizas et al.
P11831	SRF_HUMAN	Vaquerizas et al.
P11474	ERR1_HUMAN	Vaquerizas et al.
P11473	VDR_HUMAN	Vaquerizas et al.
P11308	ERG_HUMAN	Vaquerizas et al.
P11161	EGR2_HUMAN	Vaquerizas et al.
P10914	IRF1_HUMAN	Vaquerizas et al.
P10828	THB_HUMAN	Vaquerizas et al.
P10827	THA_HUMAN	Vaquerizas et al.
P10826	RARB_HUMAN	Vaquerizas et al.
P10589	COT1_HUMAN	Vaquerizas et al.
P10588	NR2F6_HUMAN	Vaquerizas et al.
P10276	RARA_HUMAN	Vaquerizas et al.
P10275	ANDR_HUMAN	Vaquerizas et al.
P10244	MYBB_HUMAN	Vaquerizas et al.
P10243	MYBA_HUMAN	Vaquerizas et al.
P10242	MYB_HUMAN	Vaquerizas et al.
P10074	ZBT48_HUMAN	Vaquerizas et al.
P10073	ZSC22_HUMAN	Vaquerizas et al.
P10072	HKR1_HUMAN	Vaquerizas et al.
P10071	GLI3_HUMAN	Vaquerizas et al.
P10070	GLI2_HUMAN	Vaquerizas et al.
P0C6A0	GLP1_HUMAN	Vaquerizas et al.
P09630	HXC6_HUMAN	Vaquerizas et al.
P09629	HXB7_HUMAN	Vaquerizas et al.
P09086	PO2F2_HUMAN	Vaquerizas et al.
P09067	HXB5_HUMAN	Vaquerizas et al.
P09017	HXC4_HUMAN	Vaquerizas et al.
P09016	HXD4_HUMAN	Vaquerizas et al.
P08651	NFIC_HUMAN	Vaquerizas et al.
P08235	MCR_HUMAN	Vaquerizas et al.
P08151	GLI1_HUMAN	Vaquerizas et al.
P08048	ZFY_HUMAN	Vaquerizas et al.
P08047	SP1_HUMAN	Vaquerizas et al.
P06401	PRGR_HUMAN	Vaquerizas et al.
P05549	AP2A_HUMAN	Vaquerizas et al.
P05412	JUN_HUMAN	Vaquerizas et al.
P04637	P53_HUMAN	Vaquerizas et al.
P04198	MYCN_HUMAN	Vaquerizas et al.
P04150	GCR_HUMAN	Vaquerizas et al.
P03372	ESR1_HUMAN	Vaquerizas et al.
P01106	MYC_HUMAN	Vaquerizas et al.
P01100	FOS_HUMAN	Vaquerizas et al.
O96028	NSD2_HUMAN	Vaquerizas et al.
O96006	ZBED1_HUMAN	Vaquerizas et al.
O96004	HAND1_HUMAN	Vaquerizas et al.
O95948	ONEC2_HUMAN	Vaquerizas et al.
O95947	TBX6_HUMAN	Vaquerizas et al.
O95936	EOMES_HUMAN	Vaquerizas et al.
O95935	TBX18_HUMAN	Vaquerizas et al.
O95863	SNAI1_HUMAN	Vaquerizas et al.
O95785	WIZ_HUMAN	Vaquerizas et al.
O95780	ZN682_HUMAN	Vaquerizas et al.
O95718	ERR2_HUMAN	Vaquerizas et al.
O95644	NFAC1_HUMAN	Vaquerizas et al.
O95625	ZBT11_HUMAN	Vaquerizas et al.
O95600	KLF8_HUMAN	Vaquerizas et al.
O95475	SIX6_HUMAN	Vaquerizas et al.
O95416	SOX14_HUMAN	Vaquerizas et al.
O95409	ZIC2_HUMAN	Vaquerizas et al.
O95365	ZBT7A_HUMAN	Vaquerizas et al.
O95343	SIX3_HUMAN	Vaquerizas et al.
O95238	SPDEF_HUMAN	Vaquerizas et al.
O95231	VENTX_HUMAN	Vaquerizas et al.
O95201	ZN205_HUMAN	Vaquerizas et al.
O95125	ZN202_HUMAN	Vaquerizas et al.
O95096	NKX22_HUMAN	Vaquerizas et al.
O95076	ALX3_HUMAN	Vaquerizas et al.
O94993	SOX30_HUMAN	Vaquerizas et al.
O94983	CMTA2_HUMAN	Vaquerizas et al.
O94916	NFAT5_HUMAN	Vaquerizas et al.
O94892	ZN432_HUMAN	Vaquerizas et al.
O75840	KLF7_HUMAN	Vaquerizas et al.
O75820	ZN189_HUMAN	Vaquerizas et al.
O75626	PRDM1_HUMAN	Vaquerizas et al.
O75603	GCM2_HUMAN	Vaquerizas et al.
O75593	FOXH1_HUMAN	Vaquerizas et al.
O75469	NR1I2_HUMAN	Vaquerizas et al.
O75467	Z324A_HUMAN	Vaquerizas et al.
O75461	E2F6_HUMAN	Vaquerizas et al.
O75444	MAF_HUMAN	Vaquerizas et al.
O75437	ZN254_HUMAN	Vaquerizas et al.
O75398	DEAF1_HUMAN	Vaquerizas et al.
O75364	PITX3_HUMAN	Vaquerizas et al.
O75362	ZN217_HUMAN	Vaquerizas et al.
O75360	PROP1_HUMAN	Vaquerizas et al.
O75346	ZN253_HUMAN	Vaquerizas et al.
O75333	TBX10_HUMAN	Vaquerizas et al.
O75157	T22D2_HUMAN	Vaquerizas et al.
O75132	ZBED4_HUMAN	Vaquerizas et al.
O75123	ZN623_HUMAN	Vaquerizas et al.
O75030	MITF_HUMAN	Vaquerizas et al.
O60902	SHOX2_HUMAN	Vaquerizas et al.
O60806	TBX19_HUMAN	Vaquerizas et al.
O60765	Z354A_HUMAN	Vaquerizas et al.
O60682	MUSC_HUMAN	Vaquerizas et al.
O60675	MAFK_HUMAN	Vaquerizas et al.
O60663	LMX1B_HUMAN	Vaquerizas et al.
O60548	FOXD2_HUMAN	Vaquerizas et al.
O60519	CRBL2_HUMAN	Vaquerizas et al.
O60481	ZIC3_HUMAN	Vaquerizas et al.
O60479	DLX3_HUMAN	Vaquerizas et al.
O60422	ONEC3_HUMAN	Vaquerizas et al.
O60393	NOBOX_HUMAN	Vaquerizas et al.
O60381	HBP1_HUMAN	Vaquerizas et al.
O60315	ZEB2_HUMAN	Vaquerizas et al.
O60304	ZN500_HUMAN	Vaquerizas et al.
O60284	ST18_HUMAN	Vaquerizas et al.
O60281	ZN292_HUMAN	Vaquerizas et al.
O60248	SOX15_HUMAN	Vaquerizas et al.
O43918	AIRE_HUMAN	Vaquerizas et al.
O43889	CREB3_HUMAN	Vaquerizas et al.
O43829	ZF161_HUMAN	Vaquerizas et al.
O43763	TLX2_HUMAN	Vaquerizas et al.
O43711	TLX3_HUMAN	Vaquerizas et al.
O43680	TCF21_HUMAN	Vaquerizas et al.
O43670	ZN207_HUMAN	Vaquerizas et al.
O43638	FOXS1_HUMAN	Vaquerizas et al.
O43623	SNAI2_HUMAN	Vaquerizas et al.
O43524	FOXO3_HUMAN	Vaquerizas et al.
O43435	TBX1_HUMAN	Vaquerizas et al.
O43365	HXA3_HUMAN	Vaquerizas et al.
O43364	HXA2_HUMAN	Vaquerizas et al.
O43361	ZN749_HUMAN	Vaquerizas et al.
O43345	ZN208_HUMAN	Vaquerizas et al.
O43316	PAX4_HUMAN	Vaquerizas et al.
O43309	ZSC12_HUMAN	Vaquerizas et al.
O43298	ZBT43_HUMAN	Vaquerizas et al.
O43296	ZN264_HUMAN	Vaquerizas et al.
O43248	HXC11_HUMAN	Vaquerizas et al.
O43186	CRX_HUMAN	Vaquerizas et al.
O43167	ZBT24_HUMAN	Vaquerizas et al.
O15535	ZN193_HUMAN	Vaquerizas et al.
O15525	MAFG_HUMAN	Vaquerizas et al.
O15522	NKX28_HUMAN	Vaquerizas et al.
O15516	CLOCK_HUMAN	Vaquerizas et al.
O15499	GSC2_HUMAN	Vaquerizas et al.
O15409	FOXP2_HUMAN	Vaquerizas et al.
O15370	SOX12_HUMAN	Vaquerizas et al.
O15353	FOXN1_HUMAN	Vaquerizas et al.
O15350	P73_HUMAN	Vaquerizas et al.
O15266	SHOX_HUMAN	Vaquerizas et al.
O15226	NKRF_HUMAN	Vaquerizas et al.
O15198	SMAD9_HUMAN	Vaquerizas et al.
O15178	BRAC_HUMAN	Vaquerizas et al.
O15156	ZBT7B_HUMAN	Vaquerizas et al.
O15119	TBX3_HUMAN	Vaquerizas et al.
O15090	ZN536_HUMAN	Vaquerizas et al.
O15062	ZBTB5_HUMAN	Vaquerizas et al.
O15060	ZBT39_HUMAN	Vaquerizas et al.
O15015	ZN646_HUMAN	Vaquerizas et al.
O15014	ZN609_HUMAN	Vaquerizas et al.
O14978	ZN263_HUMAN	Vaquerizas et al.
O14948	TFEC_HUMAN	Vaquerizas et al.
O14901	KLF11_HUMAN	Vaquerizas et al.
O14896	IRF6_HUMAN	Vaquerizas et al.
O14867	BACH1_HUMAN	Vaquerizas et al.
O14813	PHX2A_HUMAN	Vaquerizas et al.
O14771	ZN213_HUMAN	Vaquerizas et al.
O14770	MEIS2_HUMAN	Vaquerizas et al.
O14753	OVOL1_HUMAN	Vaquerizas et al.
O14709	ZN197_HUMAN	Vaquerizas et al.
O14628	ZN195_HUMAN	Vaquerizas et al.
O14627	CDX4_HUMAN	Vaquerizas et al.
O14593	RFXK_HUMAN	Vaquerizas et al.
O14529	CUX2_HUMAN	Vaquerizas et al.
O14503	BHE40_HUMAN	Vaquerizas et al.
O00716	E2F3_HUMAN	Vaquerizas et al.
O00712	NFIB_HUMAN	Vaquerizas et al.
O00570	SOX1_HUMAN	Vaquerizas et al.
O00488	ZN593_HUMAN	Vaquerizas et al.
O00482	NR5A2_HUMAN	Vaquerizas et al.
O00470	MEIS1_HUMAN	Vaquerizas et al.
O00409	FOXN3_HUMAN	Vaquerizas et al.
O00358	FOXE1_HUMAN	Vaquerizas et al.
O00327	BMAL1_HUMAN	Vaquerizas et al.
O00321	ETV2_HUMAN	Vaquerizas et al.
A8MZ59	LEUTX_HUMAN	Vaquerizas et al.
A8MXY4	ZNF99_HUMAN	Vaquerizas et al.
A8MWA4	Z705H_HUMAN	Vaquerizas et al.
A8MVS1	Z705F_HUMAN	Vaquerizas et al.
A8MUZ8	Z705G_HUMAN	Vaquerizas et al.
A8MTQ0	NOTO_HUMAN	Vaquerizas et al.
A8K8V0	ZN785_HUMAN	Vaquerizas et al.
A8K0S8	ME3L2_HUMAN	Vaquerizas et al.
A8K0R7	ZN839_HUMAN	Vaquerizas et al.
A6NNF4	ZN726_HUMAN	Vaquerizas et al.
A6NNA5	DRGX_HUMAN	Vaquerizas et al.
A6NN14	ZN729_HUMAN	Vaquerizas et al.
A6NLW8	DUXA_HUMAN	Vaquerizas et al.
A6NKZ1	ZN733_HUMAN	Vaquerizas et al.
A6NK53	ZN233_HUMAN	Vaquerizas et al.
A6NJT0	UNC4_HUMAN	Vaquerizas et al.
A6NJG6	ARGFX_HUMAN	Vaquerizas et al.
A6NHT5	HMX3_HUMAN	Vaquerizas et al.
A6NFQ7	DPRX_HUMAN	Vaquerizas et al.
A6NF79	ZN734_HUMAN	Vaquerizas et al.
A6NDR6	ME3L1_HUMAN	Vaquerizas et al.
A6NCS4	NKX26_HUMAN	Vaquerizas et al.
A6NC62	YG007_HUMAN	Vaquerizas et al.
A2RRD8	ZN320_HUMAN	Vaquerizas et al.
A1YPR0	ZBT7C_HUMAN	Vaquerizas et al.
A1A519	F170A_HUMAN	Vaquerizas et al.
P38398	BRCA1_HUMAN	Transfac
P49715	CEBPA_HUMAN	Transfac
P49716	CEBPD_HUMAN	Transfac
P62633	CNBP_HUMAN	Transfac
Q9Y2W7	CSEN_HUMAN	Transfac
P06733	ENOA_HUMAN	Transfac
P41161	ETV5_HUMAN	Transfac
Q96AE4	FUBP1_HUMAN	Transfac
P78347	GTF2I_HUMAN	Transfac
P51858	HDGF_HUMAN	Transfac
Q14527	HLTF_HUMAN	Transfac
O43474	KLF4_HUMAN	Transfac
P22392	NDKB_HUMAN	Transfac
P09874	PARP1_HUMAN	Transfac
Q00577	PURA_HUMAN	Transfac
P20226	TBP_HUMAN	Transfac
Q00403	TF2B_HUMAN	Transfac
P82094	TMF1_HUMAN	Transfac
Q86UQ8	NFE4_HUMAN	Transfac
Q9BXG8	SPZ1_HUMAN	TfCat
Q8NFD5	ARI1B_HUMAN	TfCat
Q9P2K5	MYEF2_HUMAN	TfCat
Q16676	FOXD1_HUMAN	TfCat
Q96QR8	PURB_HUMAN	TfCat
Q9UHL9	GT2D1_HUMAN	TfCat
Q8WVJ9	TWST2_HUMAN	TfCat
O14497	ARI1A_HUMAN	TfCat
